"GENDER","CATEGORY","College Code","College Name","Branch","Place","Last Rank (2022)"
"MALE","OC","STMV","SANKETHIKA INST OF TECHNOLOGY MANAGEMENT","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","169131"
"MALE","OC","CRIT","CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","ANANTAPURAM U","169131"
"MALE","OC","VSPT","VISAKHA INST OF ENGG AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","VISAKHAPATNA M","169131"
"MALE","OC","BVRM","BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","BHIMAVARAM","169131"
"MALE","OC","PIIT","PRIYADARSHINI INST OF TECH AND MGMT","ELECTRONICS AND COMMUNICATION ENGINEERING","GUNTUR","169131"
"MALE","OC","PITT","PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES","ELECTRONICS AND COMMUNICATION ENGINEERING","TENALI","169131"
"MALE","OC","STEN","SAI TIRUMALA N V R ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","NARSARAOPET","169131"
"MALE","OC","LOYL","LOYOLA INSTITUTE OF TECHNOLOGY AND MGMT","ELECTRONICS AND COMMUNICATION ENGINEERING","SATTENAPALLY","169131"
"MALE","OC","PYDE","PYDAH COLL OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","KAKINADA","169131"
"MALE","OC","SATS","SRI ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCE","ELECTRONICS AND COMMUNICATION ENGINEERING","RAJAMPETA","169131"
"MALE","OC","GKCS","GOKULA KRISHNA COLLEGE OF ENGINEERING","ELECTRONICS AND COMMUNICATION ENGINEERING","SULLURPET","169131"
"MALE","OC","PREC","DR PAUL RAJS ENGINEERING COLLEGE","ELECTRONICS AND COMMUNICATION ENGINEERING","YETAPAKA","173082"
"MALE","OC","SRMUPU","S R M UNIVERSITY AP","ELECTRICAL AND ELECTRONICS ENGINEERING","AMARAVATHI","12048"
"MALE","OC","JNTK","JNTUK COLLEGE OF ENGG. KAKINADA","ELECTRICAL AND ELECTRONICS ENGINEERING","KAKINADA","14652"
"MALE","OC","AUCE","A U COLLEGE OF ENGG. VISAKHAPATNAM","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","15685"
"MALE","OC","SVUC","S V U COLLEGE OF ENGG. TIRUPATHI","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","20406"
"MALE","OC","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","25875"
"MALE","OC","MBUTPU1","MOHAN BABU UNIVERSITY","ELECTRICAL AND ELECTRONICS ENGINEERING","RANGAMPETA","27430"
"MALE","OC","GMRI","G M R INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","RAJAM","28570"
"MALE","OC","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","31995"
"MALE","OC","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","ELECTRICAL AND ELECTRONICS ENGINEERING","PULIVENDULA","33915"
"MALE","OC","RAGU","RAGHU ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","BHEEMUNIPAT NAM","34018"
"MALE","OC","JNTV","JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM","ELECTRICAL AND ELECTRONICS ENGINEERING","VIZIANAGARAM","37905"
"MALE","OC","VHNI","SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUVURU","44486"
"MALE","OC","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","ELECTRICAL AND ELECTRONICS ENGINEERING","KALIKIRI","46418"
"MALE","OC","CVRT","SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","TADIPATRI","46769"
"MALE","OC","VRSE","V R SIDDHARTHA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","49272"
"MALE","OC","VITB","VISHNU GRP OF INSTNS - VISHNU INST OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","BHIMAVARAM","49485"
"MALE","OC","SRKR","S R K R ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","BHIMAVARAM","49497"
"MALE","OC","RVJC","R V R AND J C COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","51215"
"MALE","OC","ALIT","ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","51603"
"MALE","OC","MITS","MADANAPALLY INSTITUTE OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","MADANAPALLE","55076"
"MALE","OC","GPRE","G P R ENGINEERING. COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","KURNOOL","57199"
"MALE","OC","VIVP","VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","58375"
"MALE","OC","PPSV","PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","58681"
"MALE","OC","KITS","KKR AND KSR INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","58681"
"MALE","OC","PCEK","G.PULLAIAH COLL. OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KURNOOL","59364"
"MALE","OC","TECH","TADIPATRI ENGG COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","TADIPATRI","59960"
"MALE","OC","YGVU","YGVU YSR ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","PRODDATUR","63443"
"MALE","OC","ANIL","ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","BHEEMUNIPAT NAM","63592"
"MALE","OC","ADTP","ADITYA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","PEDDAPURAM","66284"
"MALE","OC","ANCUSF","ANU COLLEGE OF ENGG TECHNOLOGY-SELF FINANCE","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","68005"
"MALE","OC","ADIT","ADITYA INSTITUTE OF TECHNOLOGY AND MGMT","ELECTRICAL AND ELECTRONICS ENGINEERING","TEKKALI","71716"
"MALE","OC","RGIT","RAJIV GANDHI MEMORIAL COLLEGE OF ENGG. AND TECH.","ELECTRICAL AND ELECTRONICS ENGINEERING","NANDYAL","74221"
"MALE","OC","LIET","LENDI INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIZIANAGARAM","75773"
"MALE","OC","LENO","LENORA COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","RAMPACHODAV ARAM","76611"
"MALE","OC","DSIT","D.B.S.INST OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KAVALI","76621"
"MALE","OC","VSVT","SRI VASAVI ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","TADEPALLIGUD EM","80133"
"MALE","OC","SKUASF","SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","81768"
"MALE","OC","BRAUSF","COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE","ELECTRICAL AND ELECTRONICS ENGINEERING","SRIKAKULAM","82385"
"MALE","OC","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","PEDDAPURAM","83253"
"MALE","OC","PRAG","PRAGATI ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","PEDDAPURAM","85317"
"MALE","OC","MBUTPU1","MOHAN BABU UNIVERSITY","ELECTRICAL AND ELECTRONICS ENGINEERING","RANGAMPETA","85751"
"MALE","OC","VEMU","VEMU INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","CHITTOOR","86395"
"MALE","OC","PKSK","PRAKASAM ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","KANDKUR","86550"
"MALE","OC","ACES","ADITYA COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","PEDDAPURAM","86786"
"MALE","OC","NARN","NARAYANA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NELLORE","88353"
"MALE","OC","BECB","BAPATLA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","BAPATLA","88748"
"MALE","OC","LBCE","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","MYLAVARAM","88998"
"MALE","OC","SVCE","SRI VENKATESWARA COLL OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","92042"
"MALE","OC","GTNN","GEETHANJALI INST OF SCIENCE AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","NELLORE","92484"
"MALE","OC","VLIT","VIGNANS LARA INST. OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","VADLAMUDI","92900"
"MALE","OC","NSRT","NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","93032"
"MALE","OC","NRNG","NARAYANA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","GUDUR","96361"
"MALE","OC","JONY","ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","YEMMIGANOOR","97677"
"MALE","OC","RCEE","RAMACHANDRA COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","ELURU","97730"
"MALE","OC","BVCE","B V CHALAMAIAH ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","ODALAREVU","99251"
"MALE","OC","SEAT","SIDDARTHA EDNL ACADEMY GRP OF INSTNS","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","99917"
"MALE","OC","BEMA","BHEEMA INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","ADONI","100327"
"MALE","OC","ANSN","ST. ANNS COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","CHIRALA","100579"
"MALE","OC","SRIT","SRINIVASA RAMANUJAN INST OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","101032"
"MALE","OC","BABA","BABA INST OF TECH AND SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","103669"
"MALE","OC","GITS","GONNA INST OF INFO TECHNOLOGY SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","104722"
"MALE","OC","VVIT","VASIREDDY VENKATADRI INST. OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","107498"
"MALE","OC","PACE","PACE INSTITUTE OF TECHNOLOGY AND SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","ONGOLE","109111"
"MALE","OC","PVKK","P.V.K.K. INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","112828"
"MALE","OC","ESWR","ESWAR COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSARAOPET","113886"
"MALE","OC","BVTS","BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.","ELECTRICAL AND ELECTRONICS ENGINEERING","AMALAPURAM","115672"
"MALE","OC","KVSR","DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KURNOOL","116697"
"MALE","OC","SASI","SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","TADEPALLIGUD EM","117131"
"MALE","OC","SVPP","SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","PUTTUR","119266"
"MALE","OC","CIET","CHALAPATHI INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","124101"
"MALE","OC","VITK","P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI.","ELECTRICAL AND ELECTRONICS ENGINEERING","KAVALI","125570"
"MALE","OC","CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","PALLAVOLU","127324"
"MALE","OC","GDLV","SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","GUDLAVALLERU","128182"
"MALE","OC","KHIT","KALLAM HARANADH REDDY INST OF TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","GUNTUR","129865"
"MALE","OC","ALTS","ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","130500"
"MALE","OC","SANK","AUDHISANKARA COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","GUDUR","131174"
"MALE","OC","SWRN","SWARNANDHRA COLL. OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSAPURAM","132704"
"MALE","OC","SGVP","SATYA INST OF TECHNOLOGY AND MGMT","ELECTRICAL AND ELECTRONICS ENGINEERING","VIZIANAGARAM","133075"
"MALE","OC","ABRK","ABR COLLEGE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KANIGIRI","133982"
"MALE","OC","SRIN","SRINIVASA INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","CHEYYERU","134252"
"MALE","OC","AITS","ANNAMACHARYA INST OF TECHNOLOGY AND SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","RAJAMPETA","135356"
"MALE","OC","KSRM","K S R M COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","KADAPA","135484"
"MALE","OC","SDTN","SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","PUTTUR","136071"
"MALE","OC","URCE","USHA RAMA COLL OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","TELAPROLU","136130"
"MALE","OC","ASIT","AUDI SANKARA INST OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","GUDUR","136450"
"MALE","OC","DHAN","DHANEKULA INST OF ENGG TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","137940"
"MALE","OC","VSMR","V.S.M COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","RAMACHANDRA PURAM","139113"
"MALE","OC","AITK","ANNAMACHARYA INST OF TECH AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","KADAPA","139199"
"MALE","OC","CHDL","CHADALAWADA RAMANAMMA ENGG. COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","139429"
"MALE","OC","NBKR","NBKR INSTITUTE OF SCI. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIDYANAGAR","140072"
"MALE","OC","ACEM","ADITYA COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","MADANAPALLE","142631"
"MALE","OC","NSPE","NARSARAOPETA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSARAOPET","144204"
"MALE","OC","DLBC","DR L BULLAYYA COLL EGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","148416"
"MALE","OC","SSCC","SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES","ELECTRICAL AND ELECTRONICS ENGINEERING","CHITTOOR","148430"
"MALE","OC","AVEN","AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSIPATNAM","149299"
"MALE","OC","AVEV","AVANTHI INST. OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","BHOGAPURAM","149399"
"MALE","OC","ELRU","ELURU COLLEGE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ELURU","150246"
"MALE","OC","RSRN","RAMIREDDY SUBBA RAMIREDDY ENGG COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NELLORE","151593"
"MALE","OC","CRIT","CHIRANJIVI REDDY INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","151742"
"MALE","OC","CRRE","SIR C R R COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","ELURU","153502"
"MALE","OC","NRIA","NRI INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","AGIRIPALLY","154679"
"MALE","OC","SVCT","SRI VENKATESWARA COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","CHITTOOR","154806"
"MALE","OC","ASVR","SVR ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NANDYAL","155629"
"MALE","OC","MICT","DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KANCHIKACHER LA","155879"
"MALE","OC","GIER","GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","RAJAHMUNDRY","156482"
"MALE","OC","NEWS","NEWTONS INST OF SCI AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","MACHERLA","156935"
"MALE","OC","NEWT","NEWTON INSTITUTE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","MACHERLA","157929"
"MALE","OC","CEVP","CHAITANYA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","159869"
"MALE","OC","SSSE","SANSKRITHI SCHOOL OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","PUTAPARTHI","161237"
"MALE","OC","SRKI","S R K INST. OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","161884"
"MALE","OC","GATE","GATES INSTITUTE OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","GOOTY","163226"
"MALE","OC","ASIP","AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","PARITALA","163460"
"MALE","OC","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSARAOPET","164348"
"MALE","OC","RPRA","RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS","ELECTRICAL AND ELECTRONICS ENGINEERING","ONGOLE","164411"
"MALE","OC","QISE","QIS COLLEGE OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ONGOLE","165117"
"MALE","OC","PREC","DR PAUL RAJS ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","YETAPAKA","166876"
"MALE","OC","PSCV","POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA","168478"
"MALE","OC","AITT","ANNAMACHARYA INST OF TECHNOLOGYAND SCIENCES","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","168689"
"MALE","OC","DIET","DADI INSTT. OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ANAKAPALLE","169122"
"MALE","OC","SAVE","SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","169131"
"MALE","OC","SGEC","SAI GANAPATHI ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","169131"
"MALE","OC","VSPT","VISAKHA INST OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","VISAKHAPATNA M","169131"
"MALE","OC","WSTM","WELLFARE INST OF SCIENCE TECH AND MGMT","ELECTRICAL AND ELECTRONICS ENGINEERING","PINAGADI","169131"
"MALE","OC","ARTB","AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY","ELECTRICAL AND ELECTRONICS ENGINEERING","BHOGAPURAM","169131"
"MALE","OC","ASTC","AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","CHEEPURUPALLI","169131"
"MALE","OC","RKCE","R.K.COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","IBRAHIMPATNA M","169131"
"MALE","OC","VGTN","VIKAS GROUP OF INSTITUTIONS","ELECTRICAL AND ELECTRONICS ENGINEERING","VIJAYAWADA RURAL","169131"
"MALE","OC","SSCE","SRI SIVANI COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","SRIKAKULAM","169131"
"MALE","OC","VETS","SR VENKATESWARA COLL OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","SRIKAKULAM","169131"
"MALE","OC","ACEE","ADARSH COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","GOLLAPROLU","169131"
"MALE","OC","TMLN","TIRUMALA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NARSARAOPET","169131"
"MALE","OC","SVIT","SRI VENKATESWARA INST OF TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","ANANTAPURAM U","169131"
"MALE","OC","KUPM","KUPPAM ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","KUPPAM","169131"
"MALE","OC","SIST","SIDDHARTHA INST OF SCI AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","PUTTUR","169131"
"MALE","OC","SRET","SREE RAMA ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","TIRUPATHI","169131"
"MALE","OC","DNRE","DNR COLLEGE OF ENGG AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","BHIMAVARAM","169131"
"MALE","OC","MRCL","MIRACLE EDNL SOC GROUP OF INSTNS","ELECTRICAL AND ELECTRONICS ENGINEERING","BHOGAPURAM","169131"
"MALE","OC","MVRG","M V G R COLLEGE OF ENGINEERNG","ELECTRICAL AND ELECTRONICS ENGINEERING","VIZIANAGARAM","169131"
"MALE","OC","SVIK","SRI VENKATESWARA INSTT. OF SCIENCE AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","KADAPA","169131"
"MALE","OC","SVCN","SREE VENKATESWARA COLL OF ENGG","ELECTRICAL AND ELECTRONICS ENGINEERING","NELLORE","169131"
"MALE","OC","PRIK","PRIYADARSHINI COLL OF ENGG. AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","NELLORE","169131"
"MALE","OC","GKCS","GOKULA KRISHNA COLLEGE OF ENGINEERING","ELECTRICAL AND ELECTRONICS ENGINEERING","SULLURPET","169131"
"MALE","OC","SREC","SANTHIRAM ENGINEERING COLLEGE","ELECTRICAL AND ELECTRONICS ENGINEERING","NANDYAL","169131"
"MALE","OC","MTIE","MOTHER THERESA INST OF ENGG AND TECH","ELECTRICAL AND ELECTRONICS ENGINEERING","PALAMNER","172073"
"MALE","OC","BVSR","BVSR ENGINEERING COLLEGE","CIVIL ENGINEERING","CHIMAKURTHY","4166"
"MALE","OC","AMRN","A.M.REDDY MEMORIAL COLL. OF ENGINEERING","CIVIL ENGINEERING","NARSARAOPET","10541"
"MALE","OC","SRMUPU","S R M UNIVERSITY AP","CIVIL ENGINEERING","AMARAVATHI","15150"
"MALE","OC","JNTK","JNTUK COLLEGE OF ENGG. KAKINADA","CIVIL ENGINEERING","KAKINADA","21143"
"MALE","OC","SRMUPU","S R M UNIVERSITY AP","CIVIL ENGINEERING","AMARAVATHI","27319"
"MALE","OC","SVUC","S V U COLLEGE OF ENGG. TIRUPATHI","CIVIL ENGINEERING","TIRUPATHI","31839"
"MALE","OC","AUCE","A U COLLEGE OF ENGG. VISAKHAPATNAM","CIVIL ENGINEERING","VISAKHAPATNA M","32337"
"MALE","OC","JNTV","JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM","CIVIL ENGINEERING","VIZIANAGARAM","39695"
"MALE","OC","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","CIVIL ENGINEERING","ANANTAPURAM U","45592"
"MALE","OC","JONY","ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY","CIVIL ENGINEERING","YEMMIGANOOR","47352"
"MALE","OC","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","CIVIL ENGINEERING","NARSARAOPET","54073"
"MALE","OC","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","CIVIL ENGINEERING","PULIVENDULA","55335"
"MALE","OC","ASVR","SVR ENGINEERING COLLEGE","CIVIL ENGINEERING","NANDYAL","59239"
"MALE","OC","GMRI","G M R INSTITUTE OF TECHNOLOGY","CIVIL ENGINEERING","RAJAM","59438"
"MALE","OC","DNRE","DNR COLLEGE OF ENGG AND TECH","CIVIL ENGINEERING","BHIMAVARAM","63617"
"MALE","OC","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","CIVIL ENGINEERING","VISAKHAPATNA M","64551"
"MALE","OC","NARN","NARAYANA ENGINEERING COLLEGE","CIVIL ENGINEERING","NELLORE","65669"
"MALE","OC","PREC","DR PAUL RAJS ENGINEERING COLLEGE","CIVIL ENGINEERING","YETAPAKA","65864"
"MALE","OC","BRAUSF","COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE","CIVIL ENGINEERING","SRIKAKULAM","67241"
"MALE","OC","YGVU","YGVU YSR ENGINEERING COLLEGE","CIVIL ENGINEERING","PRODDATUR","71268"
"MALE","OC","MVRG","M V G R COLLEGE OF ENGINEERNG","CIVIL ENGINEERING","VIZIANAGARAM","72321"
"MALE","OC","KTSP","KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE","CIVIL ENGINEERING","DIVILI","72809"
"MALE","OC","MBUTPU1","MOHAN BABU UNIVERSITY","CIVIL ENGINEERING","RANGAMPETA","74258"
"MALE","OC","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","CIVIL ENGINEERING","KALIKIRI","75915"
"MALE","OC","RAGU","RAGHU ENGINEERING COLLEGE","CIVIL ENGINEERING","BHEEMUNIPAT NAM","77172"
"MALE","OC","ADTP","ADITYA ENGINEERING COLLEGE","CIVIL ENGINEERING","PEDDAPURAM","77581"
